,_id,product_name,review_content,review_date,review_star,review_writer
16,651a6d27e032f66c30e9355c,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
주문하자마자 다음날 배송되었습니다. 유통기한은 2023.2.26까지라서 넉넉해요. 저는 꾸준히 이제품을 하루한알씩 복용해왔는데 확실히 효과가
있어요.안먹으면 활력이 저하되고 먹으면 확실히
그날은 하루종일 활기가 넘쳐요. 한통에 4개월치양이 들어있어서 2만원이 안되는가격에
가성비 좋은 제품같아요~~^^
사진에 보시다싶이 한알크기는 2센치정도되는데
목넘김은 좋아요. 가격대비 효과가 좋아서 꾸준히 먹고있어요. 밀크씨슬 추출물외에도 비타민B1,B2,B6도 들어있고 나이아신.판토텐산.엽산.아연 등 체내에너지생성에 도움되고 면역기능에 필요한 성분이 들어있어서 
에너지.활력.면역력.간 건강을 위해 필수소장품이
되었네요. 평소 체력이 많이 필요한 주부.회사원.수험생.에게 추천드리고 싶습니다.
감사합니다~~~^^
더보기
상세보기
상세보기
상세보기
상세보기",2021.09.28,5,태윤엄마
17,651a6d27e032f66c30e9355d,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
몇년째 복용중입니다. 특별히 좋다라기 보단 건강생각해서 먹는 중입니다.
단한가지 다라진 점은 먹고나면 하루가 덜피곤한 느낌이 들어요. 믿고 먹는제품입니다
상세보기",2021.09.14,5,gkvh********
18,651a6d27e032f66c30e9355e,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
2년째 복용중 입니다.
우연히 로하비 제품을 알게 되어 밀크씨슬, 마그네슘, 오메가3
먹기 시작했는데 합리적인 가격에 효과도 있는거 같아 벌써 두해
동안 먹게 됐어요. 지금은 두가지만 꾸준히 주문하고 있습니다.
상세보기",2023.03.17,5,llpm***
19,651a6d27e032f66c30e9355f,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
지인이 밀크씨슬 먹는다고해서 구매해보았어요. 복용을 해보았는데 개인적으로 종합비타민보다 덜 피곤한 기분이 들어요. 알약은 좀 큰 편이예요.
상세보기
상세보기",2022.08.23,4,eche**
20,651a6d27e032f66c30e93560,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
가격과 후기를 보고 선택했습니다. 일단은 가성비 제품으로 보여서 구매 했는데 다 먹어보고 효과가 있으면 재구매 하면서 후기 다시 올리겠습니다.
상세보기
상세보기",2021.04.06,4,rla7*****
21,651a6d27e032f66c30e93561,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
기능의학병원에 다니는데......
제가 먹고있는 건강식품중에서 유일하게 통과한 제품이네요~
그래서 
쿠폰없어도 꾸준히 주문해서 먹고있습니다
상세보기",2021.11.08,4,shah****
22,651a6d27e032f66c30e93562,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
약간의 착각있었지만 바로바로 처리해주시는 모습이 신뢰감있었습니다!! 먹어보고 효과좋으면 계속 주문하겠습니다!!
상세보기",2021.02.01,5,구름구름아
23,651a6d27e032f66c30e93563,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
저는 개인적으로 이제품먹고 피로회복에 좋다는
느낌을 많이 받았어요. 밀크씨슬 찾는다면
로하비 제품추천드려요
상세보기
상세보기
상세보기
상세보기",2021.06.17,5,태윤엄마
24,651a6d27e032f66c30e93564,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
먹어보고 한달후에 추가후기 남길께요 싸고  간편히 하루한알 맘에들고 효능이있으면 좋겠습니다
상세보기",2021.02.20,5,0864****
25,651a6d27e032f66c30e93565,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
피곤함 때문에 한번 먹어봐야겠다고 생각해서 주문!
딱히 뭔가 찾은 브랜드나 제품은 아니지만 후기들이 나름 괜찮아보여서 주문해봤어요.
상세보기
상세보기",2021.04.28,4,shmh*****
26,651a6d27e032f66c30e93566,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
가격대비 좋네요. 싸게 잘 구입한다 같네요.
배송 엄청 빨라서 좋아요
상세보기
상세보기",2020.05.14,5,캡틴번개
27,651a6d27e032f66c30e93567,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
배송빠릅니다.
유효기간이 2023년 2월까지네요.
감사합니다. 
리뷰 추천보고 한 것인데.
잘 구매한 것 같습니다.
상세보기",2021.05.07,5,hhi5************
28,651a6d27e032f66c30e93568,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
몇년째 이제품먹다가 다른제품 먹어보자해서 먹다가 중단하고 이제품으로 다시왔습니다.
역시 저한테는 이제품이 딱맞는듯 해요.
상세보기",2022.08.23,5,gkvh********
29,651a6d27e032f66c30e93569,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
좋아요 잘사용 하겠습니다 저렴하게 구입 해서 좋은 상품 배송 빠르고 좋아요 
상세보기
상세보기",2022.12.28,5,유메이
30,651a6d27e032f66c30e9356a,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 느려요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
상품은 만족,가격은 시중에비해저렴,성능좋음,,재구매 횟수당골임. 상품포장및배송.포장박스꼼꼼,배송주문후6일만에도착함
상세보기",2020.05.06,4,c500****
31,651a6d27e032f66c30e9356b,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
좋아요 잘먹겠습니다 저렴하게 구입 해서 좋은 상품 배송 빠르고 좋아요 
상세보기
상세보기",2022.05.04,5,유메이
32,651a6d27e032f66c30e9356c,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
간건강에 효과가 있다하여 구매했네요
규칙적으로 섭취해야겠네요
상세보기",2021.11.28,5,just****
33,651a6d27e032f66c30e9356d,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
자주 먹는 밀크씨슬이라서 이번에 한번 바꿔봤는데
좋네요
피로회복도 잘되고 깔끔합니다
만족
상세보기",2022.09.26,5,heey*****
34,651a6d27e032f66c30e9356e,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
처음으로 챙겨 먹어보는 영양제내요
저렴한가격에 구매해봤어요
효과를 기대해봅니다
상세보기",2023.04.20,5,lyr5***
35,651a6d27e032f66c30e9356f,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
배송 빠르구요 23년까지입니다 ？s？s이에 안전하게 왔어요.
상세보기",2021.05.04,5,ches***
36,651a6d27e032f66c30e93570,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
배송도 금방왔구요~ 유통기한도 길어요. 효과는 먹어보고 다시 올릴게요~ 사은품도 잘 먹을게요~ 감사합니다.
상세보기",2023.03.14,5,효팅이
37,651a6d27e032f66c30e93571,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
저도 먹고 부모님도 드시고 계시고~! 다 먹음 또 시킬 예정입니당
상세보기",2021.06.20,5,S|17**************
38,651a6d27e032f66c30e93572,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
어제 오후에 주문했는데 오늘아침에 바로 왔네요. 전에 시켜서 먹은적있어서 다시한번 주문해서 먹어보려구요.
상세보기",2023.02.21,5,remi*****
39,651a6d27e032f66c30e93573,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
배송빠르고 간건강을위해
구매했어요 저렴하고 좋은거같네요 ㅎ
상세보기",2022.10.15,5,heet****
40,651a6d27e032f66c30e93574,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
아직 복용 전이내요. 3개월 먹어보구 수정할께요.
상세보기",2021.05.28,5,leem****
41,651a6d27e032f66c30e93575,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
유통기한 넉넉하고 함량도 만족스러워요
상세보기",2021.07.27,5,hg58**
42,651a6d27e032f66c30e93576,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
다른 제품 다 먹어서 이제품은 처음이지만 브랜드 믿고 주문합니다ㅎ
상세보기",2023.04.18,5,또이
43,651a6d27e032f66c30e93577,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
배송 나름 빠르고 뽁뽁이 포장도 되있고 좋아요. 늘 먹던거라 믿고 구매합니다.
상세보기",2022.12.27,5,chse****
44,651a6d27e032f66c30e93578,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 보통이에요 효과 효과 좋아요
재구매 제품 입니다.복용하고 부터 피로가 덜한거같아요^^
상세보기",2023.01.28,4,nms_****
45,651a6d27e032f66c30e93579,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
유통기한도 2022년8월9일 까지 넉넉 하네요~배송 빵릉고 아주 좋습니다 다음에도 또 구매할께요 ~~^^
상세보기",2021.05.06,5,sju1***
46,651a6d27e032f66c30e9357a,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
이제품 먹으면 그나마 덜피곤해서 잘 챙겨먹고잇어요
예전같지않은 체력 때문에 필수입니다.
상세보기",2023.01.28,5,haey*******
47,651a6d27e032f66c30e9357b,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
우체국택배로 왔어요 2021년5월3일 유효기간 기네요 제조일도 적혀있어야할듯요 알멩이 크기가 먹기에 불편함없이 좋아요 피곤해서 간해독 안되는듯하여 습진도 올라오고 해서 먹어봅니다 좋은 효과있었으면 좋겠어요 gmp 라 믿고먹어요
상세보기
상세보기
상세보기
상세보기",2019.08.12,5,arte*****
48,651a6d27e032f66c30e9357c,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 보통이에요 포장상태 포장이 깔끔해요 효과 보통이에요
배송도 빠르고 가격도 좋고 상품도 좋아요 만족합니다 다음에도 구매의사 있습니다 
상세보기",2023.05.04,5,sew4***********
49,651a6d27e032f66c30e9357d,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
요즘 많이 피곤하고 아침에 일어날때도 너무 피로가 안풀려서 간때문인가 싶어서 구매하게 되었고 먹은지 이틀만에 피로가 싹풀렸습니다. 역시 피로는 간때문이야.
상세보기
상세보기",2022.09.05,5,붕심
50,651a6d27e032f66c30e9357e,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
우선 다리가 너무 아파서 통증와과도 다녀보고 물리치료 별의별거 다 해봐도 효과가 없었는데 우연히 인터넷 기사를 보고 간이 안 좋으면 다리가 딱딱해지고 소화도 안되고 식욕도 없다는 기사보고 반신반의 하면서 구매 해 봤습니다 결론 부터 말씀 드리자면 효과 바로 있습니다 맨날 피곤했던게 바로 담날 피곤이 풀리더군요 다리도 완전히는 아니지만 점점 나아지는게 보이구요 물론 소화도 지금 잘 되고 있어서 먹고 싶은게 생기더군요 꾸준히 복용하면서 치료해 볼깨요 아참 노니가 간 손상이 일으킨다고 하네요 노니릉 몇년동안 먹어서 그럴까요?!!
상세보기
상세보기",2019.05.31,5,하나비
51,651a6d27e032f66c30e9357f,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
항상먹는재품잭 매할려구여
밀크씨슬로간건강쟁기세요
상세보기",2023.04.25,5,mtm2**
52,651a6d27e032f66c30e93580,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
잦은음주로 다른 밀크씨슬먹다가 이번에 리뷰보고 로하비껄로 주문해봤어요~ 아직복용전이지만 꾸준하게먹어야 효과도 생길테니 열심히 먹어보겠습니다.
상세보기
상세보기",2023.03.21,5,막창땡긴다
53,651a6d27e032f66c30e93581,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
벌써 두번째 주문이네요
배송도 빠르고 만족합니다 
그래서 계속 주문하게되요
상세보기",2022.04.28,5,ch97**
54,651a6d27e032f66c30e93582,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
저는 계속 이 밀크씨슬만 먹어요 술 먹기전에 먹을 때가 가장 효과가 좋은.것 같아요. 술을 자주하는 신랑도 흡족해 해요. 좋은 제품 만들어 주셔서 감사해요
상세보기",2023.02.14,5,hyun********
55,651a6d27e032f66c30e93583,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요
한미에서 주문은 처음입니다
꾸준히 잘챙기면 도움이 되겠지요
상세보기",2023.05.09,5,xkr3******
56,651a6d27e032f66c30e93584,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
밀크씨슬 먹으려고 주문하는데 추가로 몸에 좋은성분들이 있어 주문하게되었습니다. 인기도많고 평도좋아서 믿고 먹어보려구요ㅎ 포장도 아주깔끔하게 왔습니다. 
상세보기",2022.07.12,5,용군
57,651a6d27e032f66c30e93585,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
배송 이틀만에 빠르게 받았고요. 포장도 뽁뽁이까지 싸서 파손없이 잘받았습니다. 유효기간 21년도 8월까지 깁니다.

두번째 구입해요. 남편이 이거먹고 많이 피로감이 줄었다고 하네요. 몇일은 알람도 울리기전에 일어날정도라고 했어요. 그렇다고 졸리거나 하지도 않고요. 약때문인지도 모르고 그랬는데 약효과였다고하네요.
근데 좀 내성이 생겼는지 요샌 잘모르겠다고해요.
공백기간을 좀 두는것도 좋겠어요.
상세보기
상세보기
상세보기",2020.01.18,4,거니맘
58,651a6d27e032f66c30e93586,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 유통기한 기한이 넉넉해요
기존에 먹던 밀크씨슬 다 되서 여기저기 알아보다 리뷰가 괜찮아 구매했습니다.원래 좀 쉽게 피로가 쌓이는 체질이라 꾸준히 구매해서 먹고 있는데, 먹으니 피로감이 좀 덜 한거 같더라구요.상품 아직 먹기전인데,몸에 잘 받아서 좋은효과 있었으면 좋겠네요.
상세보기",2019.05.08,5,kun4***
59,651a6d27e032f66c30e93587,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
가성비도 좋고 효능도 좋아요.
상세보기",2022.09.14,5,태윤엄마
60,651a6d27e032f66c30e93588,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
속이 편안한거 같아서 늘 이거만 사서 먹고 있어요
상세보기",2023.06.29,5,remi*****
61,651a6d27e032f66c30e93589,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
배송이 빠르고 간건강에 도움이 되면좋겠어요
상세보기",2022.11.13,5,yunj******
62,651a6d27e032f66c30e9358a,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요
GNM 제품 먹다가 다 떨어져서 로하비 제품
으로 바꿔 봤어요.
로하비 마그네슘 영양제랑 같이 구매했는데 
사은품도 챙겨주셔서 감사합니다.
복용후 효과가 있었으면 좋겠어요.ㅎ
상세보기
상세보기",2023.02.02,4,love****
63,651a6d27e032f66c30e9358b,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
저는  이  제품만 먹어요
괜찮으니깐 먹겟죠
상세보기",2021.07.12,5,소민소은아빠
64,651a6d27e032f66c30e9358c,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 유통기한 기한이 넉넉해요
집안 내력으로 간이 약해서 6년전부터 밀크씨슬 여러가지 상품으로 꾸준히 복용하고 있습니다 먹고 확 좋아졌다 이런건없는데 먹기전이랑 비교해서 간기능도 조금씩 좋아지고 피로감도 확실히 덜하긴 합니다 여러 상품을 먹어봤는데 성분이나 효능은 이래저래 비슷비슷 하더라구요 뭐든지 꾸준히 먹는게 좋은거 같습니다
상세보기",2020.03.06,5,kun4***
65,651a6d27e032f66c30e9358d,[한미양행] 로하비 프리미엄 밀크씨슬 이엑스 4개월분 간 건강 실리마린 간영양제,"배송 빨라요 맛 보통이에요 유통기한 기한이 넉넉해요
평소 먹는 영양제에 간영양제 한개 추가했다. 난 술도 안좋아해서 술도 안마시는데 가족내력중 간이 별로 안좋다 하니까 나도 모르게 손이 가게 됐다. 아직까진 난 이상없는데 혹시나 하는 맘에. 근데 너무 늦게 찾은느낌이다. 내눈에 좀만 더 빨리 띄지. 2병에 180정이니 6개월 동안 오래 먹을수 있겠다.
상세보기
상세보기
상세보기",2018.03.14,4,jgyu***
