,_id,product_name,review_writer,review_date,review_star,review_content
10,650d8884b2af41f5ca5ba6b4,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,ss19******,2021.01.13,4,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
유효기간:2023.3.11
재구매로 보라지오일 먹기전에는
생리가 검붉은색이였는데 반통정도
먹은후로는 밝은색으로 바뀌더라구요.
운동을 병행한것도 한몫한거겠지만
조금에 변화는 있는것 같아 다시
구매하게 됐어요^^
알이 크니 먹을때 목걸림 조심하세요^^
닫기
상세보기"
11,650d8884b2af41f5ca5ba6b5,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,money,2018.05.26,5,"배송 빨라요 맛 맛있어요 유통기한 기한이 넉넉해요
처음 구매해서 먹고 너무 효과가 좋아서 벌써 6번이 넘게 구매 합니다 보라지 오일 안먹은 사람은 있어도 한번 먹어보면 갱년기 아줌마들은 끊을수가 없네요 50초에 들어서도 생리가 나와요 왔다갔다 양도 줄어들면서 폐경기에 접어들었는데도 보라지오일 먹고 부터는 정상적으로 돌아왔어요 손발에 혈액순환이 안돼서 쥐내림과 온몸의 뻐근함도 많이 줄어들었고 저는 하루에 두알씩 자기전에 먹는데 솔직히 싼가격이 아니라 부담도 돼는데 병원가기는 싫고 몸이 아프고 힘들어서 안먹을수가 없네요 오래먹다보니 한가지 단점은 반찬하다 손가락이 칼에 베어서 피가 나오면 약을 안먹을때보다 엄청피가 나면서 잘 안멈춘다는 것 제 경우는 그렇더라구요 그래서 피 볼까 엄청 조심합니다 그래도 갱년기 효과 좋은약 끊을수가 없네요 잘 받았습니다 재구매 할게요
상세보기"
12,650d8884b2af41f5ca5ba6b6,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,money,2017.09.13,5,"가격 괜찮네요 배송 보통이에요
두번째 구매입니다 아직 약이 남아있지만 느긋하게 먹을려고 빨리 구매했네요 효과는 결론부터 말씀드리면 진짜 효과 좋아요 갱년기 증상 때문에 구매했는데 다른건 몰라도 갱년기 증상에는 진짜 최고네요 한달먹고 왔다갔다 하던 생리가 정상적으로 다시 나오고 얼굴에 트러블이 엄청나게 생겼는데 이약먹고는 트러블이 없네요 주관적인 내몸의 효과로 다른분 들은 다를수 있겠지만 나한테는 인생약이네요 가격은 좀 쎄지만 내몸을 위해서 계속 구매할게요
상세보기"
13,650d8884b2af41f5ca5ba6b7,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,오이오이오이,2020.11.09,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
잘 받았습니다 
배송 정말 빠르네요 ^^ 
기대안했는데 좋습니다 
유통기한도 넉넉해서 마음에 듭니다
상세보기
상세보기"
14,650d8884b2af41f5ca5ba6b8,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,skft****,2022.10.12,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
지인의 소개로 주문했습니다 
받자마자 유통기한 보니 2025년 엄청 기네요 ^^
효과가 있었으면 좋겠어요
상세보기"
15,650d8884b2af41f5ca5ba6b9,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,sats****,2022.02.04,4,"도착후 먹어보니 목넘김은 괜찮아요
다른제품보다 함량이 높아서 구매했어요
꾸준히 복용해보고 효과있음 리뷰 다시 남길게요

먹어보고 리뷰 남깁니다
꾸준히 복용하니 배란통이 줄어들었어요
아직 생리전에 불편안건 있지만
계속 먹다보면 좋아질듯해요
닫기
상세보기"
16,650d8884b2af41f5ca5ba6ba,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,nyan**,2021.11.01,5,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
꾸준히 매일 먹었는데 .. 음 .. 사람마다 다르니까요? ㅎㅎ 드셔봐야 아실듯
상세보기"
17,650d8884b2af41f5ca5ba6bb,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,먹고싶오,2021.05.11,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
저렴하게 구매해서 좋아요~ 피부도 좋아지는것같아요
상세보기"
18,650d8884b2af41f5ca5ba6bc,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,한글닉네임,2021.04.21,5,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
쇼핑백도 요청드렸어야했는데 깜빡했네요 ㅠ 엄마께 드리려구 구매했어요. 그제 저녁에 결제했는데 배송 빠르네요! 유통기한은 23년 3월 11일까지라 넉넉한듯 합니다.
상세보기
상세보기"
19,650d8884b2af41f5ca5ba6bd,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,라이브다라이브,2021.11.29,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
항상 먹고 있는 제품이고 엄마랑 같이 먹으려고 넉넉하게 주문해요
상세보기"
20,650d8884b2af41f5ca5ba6be,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,당진댁,2022.09.16,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
보라지오일 함량이 적당하여 몸에 부담이 없어 복용해도 편안해서 좋아요. 그리고 가격이 착해서 부담없이 오랜 기간 구매해서 복용중입니다. 투명한 캡슐이 맘에 쏙 들어요. 다른 제품도 복용해 볼  .강추합니다.
상세보기
상세보기"
21,650d8884b2af41f5ca5ba6bf,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,outr****,2021.06.22,4,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
꾸준히 먹어보려고요
상세보기"
22,650d8884b2af41f5ca5ba6c0,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,hear***,2022.11.10,4,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
처음으로 구입하였습니다
배송 엄청 빠르고 포장상태가 아주 좋아요
상세보기"
23,650d8884b2af41f5ca5ba6c1,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,rain****,2023.06.03,5,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 보통이에요
복부비만이 있어 먹어보려고 구매했어요. 혈중 콜레스테롤 개선에 도움이 된다고 하네요.  감마리놀렌산 300밀리그램
구매해서 오늘 처음 두알 먹어봤네요.  면역과민반응에  의한 피부상태 개선에도 도움된다니 작게나마 습진으로 인한 가려움증에도 도움됐으면 좋겠어요.  약먹는거 별로 안좋아하는뎅 열심히  잘 챙겨서 먹어보도록 하려고요.  브리오  보라지오일~
상세보기"
24,650d8884b2af41f5ca5ba6c2,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,kyky******,2022.12.08,5,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
효과 좋아서 재주문했어요. 월경증후근에 효과좋네요.
상세보기"
25,650d8884b2af41f5ca5ba6c3,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,amaz********,2022.05.12,4,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
1년거 쟁여놓았네요 계속먹고있어요 이것때문인지 갱년기 잘보내고 있어요
상세보기"
26,650d8884b2af41f5ca5ba6c4,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,eri1***,2020.02.16,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
한 3년째 먹고 있는것 같아요. 보라지오일 첫 선택부터 브리오 식품 선택해서 꾸준히 먹고 있는데요 생리통 완화랑 혈액순환에 확실히 좋다고 말할수 있구요. 살때 목적이 신랑 콜레스테롤 수치가 높게 나와서 브리오보라지오일을 저랑 같이 꾸준히 3년가까이 먹어보니 신랑 19년 건강검진에서 콜레스테롤수치 낮게 나왔어요 이로써 콜레스테롤 개선에도 좋다는게 검증이 된거죠 ㅎㅎ 저두 오십견인지 근육통인지 팔이 너무 아파서 보라지오일 먹은 후에 진통제늘 먹을 생각이었는데 보라지 먹은후 어느순간 팔이 안아파졌어요 그래서 아~! 보라지오일이 혈액순환에 좋다는걸 느끼는 순간이었어요ㅎㅎ암튼 넘 좋아요 평생 먹을꺼에요. 주변에두 소개 해주려구요
상세보기
상세보기"
27,650d8884b2af41f5ca5ba6c5,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,쭈마미,2018.11.01,4,"배송 빨라요 맛 보통이에요 유통기한 기한이 넉넉해요 효과 보통이에요
생리전증후군에 좋다고 해서 주문 했습니다. 우선 지금은 며칠째 섭취중이구요, 효과는 한달 정도 더 먹어보고 리뷰를 다시 써보려구요. 배송은 빨랐습니다. 짜증, 배아픔, 두통 등등이 심해져서 안 먹으면 안되겠더라구요. 알약 크기는 오메가 모양에 크기가 저한테는 조금 큰 편인 것 같은데, 목넘김에는 크게 불편하진 않아도 조금더 작았으면 하는 생각입니다. 하루에 한개씩만 먹어도 되서 크게 번거롭거나 하진 않구요. 효과 좋아지리라 기대 해 봅니다.
상세보기
상세보기
상세보기
상세보기"
28,650d8884b2af41f5ca5ba6c6,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,eunj********,2022.11.01,4,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
보라지오일이 갱년기 여성에게 좋다고 해서 상품을 검색해 보다가 댓글들도 좋고 상품도 좋아보여서 구매 하게 되었습니다
우선 식물성캡슐 이라는게 좋았구요 성분도 좋아 보이더라구요 
오늘 받고 바로 먹어 봤는데요 알약이 작은편은 아니지만 목넘김은 부담없이 편했습니다

갱년기에 도움될거라 믿고 꾸준히 복용해 보겠습니다.^^
상세보기"
29,650d8884b2af41f5ca5ba6c7,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,evil***,2019.03.14,4,"배송 빨라요 맛 맛있어요 유통기한 기한이 넉넉해요 효과 효과 좋아요
11일 저녁 주문해서 13일에 받았어요 배송 빨라요 한번 구입해서 한달동안 먹었는데 피부가 좋아지는 것 같아 또 구매해요 다른 영양제들도 같이 먹기 시작해서 어떤게 피부에 좋았는지 확실히는 모르겠지만 몸에도 좋고 피부에도 좋으니 다른 영양제들 하고 쭉 먹어 보려고요 가격은 좀 비싼편이긴해요.. 21.08.07 상품 왔고요 알이 많이 커요
상세보기
상세보기
상세보기
상세보기"
30,650d8884b2af41f5ca5ba6c8,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,zizi***,2022.04.19,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
몇년째 복용중.갱년기증상같은건 모르는거같고
생리전증후군없어좋음~
.오메가는 생선특유의 냄새가 올라오구 소화가 안돼는데  이런반응들을 모두 말끔이 없애줘서 
계속적으로 복용하는 이유중의하나입니다~
특히 함량에 있어 다른것보다 월등히 높아 하루에 한알만 먹어도 된다는점이 너무 좋은거같아요.
양보다는 질적으로 좋은거같습니다.하루 아침에 복용하기 때문에  까먹지않아 좋아요^^"
31,650d8884b2af41f5ca5ba6c9,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,크레,2019.09.16,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
하루에 1알이라 먹기 편해요.생리가 불규칙해져서 먹고 있습니다.지금 두 달 좀 넘게 먹었는데 아직 크게 달라진 것은 못 느끼지만  조금  신체적인 변화는 생겼어요.
좀 더 섭취하다보면 좋아질 꺼라 생각하고 섭취하고 있습니다.유통기한은 21년 8월 7일까지입니다.
배송은 완전 빠릅니다.
상세보기
상세보기"
32,650d8884b2af41f5ca5ba6ca,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,k7lu**,2019.09.03,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
피부질환에 효과 있는 감마리놀렌산이 
달맞이꽃이나 에**림 보다 많은 보라지유. 
신생아때부터 성인이 된 후에도 아토피로
고생하는 아들 위해 주문했습니다.

아토피는 사람마다 효과있는 약들이 
따로 있는데 우리아들 경우는
감마리놀렌산 + R*G오**3 + 유*균 이더라구요.
(단골 약국 약사님과 오랜기간  상의하며 
찾아낸 조합 - 지극히  개인적인 경우입니다)

투명도도 좋고 
다른 제품은 통인데
브리오는  개별 포장으로 여름에 
보관도 용이하며 
알이 조금 크지만 목넘김이 좋습니다. 
추천합니다.
닫기
상세보기"
33,650d8884b2af41f5ca5ba6cb,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,kyky******,2023.06.15,5,"유통기한 기한이 넉넉해요 포장상태 보통이에요 효과 효과 좋아요
월경증후근 때문에 먹는데 효과가 좋아요.
상세보기"
34,650d8884b2af41f5ca5ba6cc,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,cms1***,2020.02.18,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
브리오 보라지오일이 좋다해서 3개월 복용했는데
확실히 생리증후군에 효과를 봐서 또 주문했어요~
가격대가 좀 있지만 3개월분이고 하루 한알만 복용해도 되니 괜찮습니다. 다른 지인한테도 추천하고 꾸준히 먹어볼렵니다.
상세보기
상세보기"
35,650d8884b2af41f5ca5ba6cd,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,왠나리안씀,2019.08.28,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
가격은 더 저렴한 곳이 있으나
함량이 낮거나 개별포장이 안 되있어서 
결국 여기서 매번 재구매 했어요
믿음직한 회사에 인증표시도 좋고요
근데 매번 주시는 약통ㅜㅜ계속 쌓여서 사은품 체크하기로 하시면 어떨까 싶어요~~
상세보기"
36,650d8884b2af41f5ca5ba6ce,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,wow3***,2018.05.14,5,"배송 빨라요 맛 맛이 아쉬워요 유통기한 보통이에요
두번째 구매예여~~ 40대초반인데 갑자기 생리가 끊겨 여러가지 검사후 폐경초기 증상이 있다길래 여기저기 알아보다 제일 함량이 높을걸 찾다 구매후 2달 정도 꾸준히 먹으니 다시 생리가 나오더라구요 생리통도 전보다는 많이 없어진것도 같아요 첨엔 잘몰랐는데 몸이 반응을 하니 꾸준히 먹어야겠어요~ 휴대용 케이스도 같이 있어 편해 잊지 않고 꼬박 꼬박 먹게 되네요~~
상세보기"
37,650d8884b2af41f5ca5ba6cf,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,jeje****,2015.04.03,5,"완전 마음에 들어요! 택배도 이틀만에 왔구요 포장도 잘되어있었어요 푸룬도 서비스로 넣어주시고♡ 개별포장되어있으니까 진짜 편하더라구요 위생적이고. 사무실 책상에 놓고 하루에 한알씩 먹고있어요 몇년째 꾸준히 먹고있는데 그동안은 달맞이꽃 종자유가 많이 함유된, 하루에 두세알 먹어야하는 제품으로 먹고있었는데 자주 챙겨먹어야해서 불편했었거든요. 근데 이번에 보라지꽃 성분이 훨씬 좋다고 들어서 제품 찾아보고 있었는데 함량이 이렇게 높은게 없더라구요 하루에 한번만 먹어도 되서 넘 편하고 좋아요 앞으로도 꾸준히 이용하려구요
상세보기
상세보기
상세보기"
38,650d8884b2af41f5ca5ba6d0,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,브레나,2020.05.15,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
피부가 건조하고 가려웠는데..
피부 가려움증도 사라졌고 무엇보다 생리통이 뭔지 모르고 지나가요.. 먹어보고 좋아서 갱년기 중반지나가는 엄마랑 생리통 땜에 매번 고생하는 여동생한테 선물하려고 주문했어요..이거 복용한지 6개월 넘어가는데 40대 초중반에  갱년기는 멀리멀리보내서 나중에 만날듯싶어요~

40대 초중반에도 아직 문제없어여~아마 계속해서 세월멈춤!! 으로 유지할거에요~!!


택배 받자마자 쇼핑백에 따로세팅하고 선물포장했네요.~주말에 선물하려구요~
닫기
상세보기
상세보기
상세보기"
39,650d8884b2af41f5ca5ba6d1,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,sara*****************,2019.09.19,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
2번째 구매입니다.
가격은 쎈 편이지만, 1알씩 3개월 분량이고, 캐나다산이라서 구매하고 있습니다.
영양제는 캐나다산이 좋다고 들었거든요.
나중을 위해서 꾸준히 먹고 있습니다.
상세보기
상세보기"
40,650d8884b2af41f5ca5ba6d2,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,k7lu**,2019.09.03,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
넉넉한 유통기한 
개별포장
치약 서비스도 주시고.
갱년기 여성뿐 아니라 온가족 복용할 수 있다니
좋아요.

맘에 드는 다른 제품도 많더라구요.
지금 먹고 있는 것 다 먹은 후 주문하려고요.
닫기
상세보기"
41,650d8884b2af41f5ca5ba6d3,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,듀리듀리듈,2020.09.17,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
재구매 2회차 입니다. 1박스에 90정 들어있는 거 2번 먹었고 이제 60캡슐 처음 구매해 봐요. 안 먹으면 생리통이 좀 심하고 잘 챙겨먹으면 신기하게도 덜 아파요. 아예 통증이 없는 건 아니예요. 약간씩은 통증이 있지만 이거 먹은 후 부터는 진통제를 거의 안 먹게 됐어요. 가끔 진통제를 먹을까 말까 고민 될 정도의 통증은 있지만 하루에 진통제 2알씩 먹던 때를 생각하면 호전된 거라고 생각해요. 그리고 몇 달에 한번 정도는 생리통이 없을 때도 있구요. 하지만 생리 전 증후군은 아직 완화되었는지 잘 모르겠어요. 폐경 때까지 먹어야 하는 건지 그래도 괜찮은건지 걱정은 되네요.
상세보기
상세보기"
42,650d8884b2af41f5ca5ba6d4,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,money,2017.10.17,5,"가격 괜찮네요 배송 빨라요
세번째 구매네요 아직남아 있지만 할인쿠폰이 떠서 냉큼 다시 구매했어요 배송은 진짜 빠르네요 갱년기 증상 피부염증 까지 잡아주네요 나 같은 경우에는 살아있는한 계속 복용할것 같네요
상세보기"
43,650d8884b2af41f5ca5ba6d5,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,zz10**,2019.05.17,5,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
40대 초반에 들어 생리가 늦어져서 걱정하고 병원도 다니고 했는데 보라지오일 영양제를 꾸준히 복용하면서 생리일도 일정하고 좋아졌네요
상세보기"
44,650d8884b2af41f5ca5ba6d6,브리오 보라지오일 감마리놀렌산 300 / 오메가6 보라지유 달맞이꽃종자유 영양제 / 콜레스테롤 개선,what******,2019.08.09,5,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
최근 생리통이 너무 심해서 건기식을 찾던 중 브리오 제품 후기가 좋아서 구매하게 되었습니다. 꾸준히 챙겨먹고 효과봤으면 좋겠어요. 휴대용 미니 약통도 챙겨주셔서 블리스터 한개 까서 넣었네요 ㅎㅎ
상세보기"
